"title","genre","year","num_injured","num_deaths"
"vigilante 8: 2nd offense","racing",1999,24,13
"football manager 2015","simulation",2014,1,5
"football manager 2015","simulation",2014,13,6
"football manager 2015","simulation",2014,12,3
"football manager 2015","simulation",2014,2,4
"theme park roller coaster","strategy",2000,0,7
"need for speed: hot pursuit","racing",2010,546,58
"need for speed: hot pursuit","racing",2010,2,9
"skylanders: superchargers","action",2015,21,14
"skylanders: superchargers","action",2015,9,3
"skylanders: superchargers","action",2015,0,3
"skylanders: superchargers","action",2015,9,9
"skylanders: superchargers","action",2015,2,5
"skylanders: superchargers","action",2015,1,9
"skylanders: superchargers","action",2015,1,3
"viva pinata: trouble in paradise","simulation",2008,27,9
"viva pinata: trouble in paradise","simulation",2008,26,22
"viva pinata: trouble in paradise","simulation",2008,1,6
"viva pinata: trouble in paradise","simulation",2008,21,5
"viva pinata: trouble in paradise","simulation",2008,2,6
"nickelodeon team umizoomi","action",2011,22,12
"nickelodeon team umizoomi","action",2011,20,26
"nickelodeon team umizoomi","action",2011,0,3
"nickelodeon team umizoomi","action",2011,1,8
"nickelodeon team umizoomi","action",2011,7,5
"nickelodeon team umizoomi","action",2011,13,6
"flingsmash","action",2010,546,58
"flingsmash","action",2010,2,9
"nfl xtreme 2","sports",1999,3,5
"nfl xtreme 2","sports",1999,0,7
"nfl xtreme 2","sports",1999,7,8
"nfl xtreme 2","sports",1999,13,9
"nfl xtreme 2","sports",1999,24,13
"spider-man 3","platform",2007,46,7
"spider-man 3","platform",2007,4,9
"spider-man 3","platform",2007,1,6
"spider-man 3","platform",2007,23,32
"spider-man 3","platform",2007,4,6
"midnight club: street racing","racing",2001,4,5
"dynasty warriors gundam","action",2007,46,7
"dynasty warriors gundam","action",2007,4,9
"dynasty warriors gundam","action",2007,1,6
"dynasty warriors gundam","action",2007,23,32
"dynasty warriors gundam","action",2007,4,6
"tomb raider: underworld","action",2008,27,9
"tomb raider: underworld","action",2008,26,22
"tomb raider: underworld","action",2008,1,6
"tomb raider: underworld","action",2008,21,5
"tomb raider: underworld","action",2008,2,6
"final fantasy crystal chronicles: echoes of time","role-playing",2009,0,5
"final fantasy crystal chronicles: echoes of time","role-playing",2009,2,3
"final fantasy crystal chronicles: echoes of time","role-playing",2009,1,4
"final fantasy crystal chronicles: echoes of time","role-playing",2009,31,13
"final fantasy crystal chronicles: echoes of time","role-playing",2009,4,14
"final fantasy crystal chronicles: echoes of time","role-playing",2009,3,8
"fable","role-playing",2014,1,5
"fable","role-playing",2014,13,6
"fable","role-playing",2014,12,3
"fable","role-playing",2014,2,4
"tiger woods pga tour 06","sports",2005,5,10
"tiger woods pga tour 06","sports",2005,4,7
"fifa world cup germany 2006","sports",2006,1,3
"fifa world cup germany 2006","sports",2006,10,4
"fifa world cup germany 2006","sports",2006,0,3
"fifa world cup germany 2006","sports",2006,5,6
"fifa world cup germany 2006","sports",2006,2,7
"fifa world cup germany 2006","sports",2006,0,8
"up","action",2009,0,5
"up","action",2009,2,3
"up","action",2009,1,4
"up","action",2009,31,13
"up","action",2009,4,14
"up","action",2009,3,8
"ford racing off road","racing",2008,27,9
"ford racing off road","racing",2008,26,22
"ford racing off road","racing",2008,1,6
"ford racing off road","racing",2008,21,5
"ford racing off road","racing",2008,2,6
"simcity creator","simulation",2008,27,9
"simcity creator","simulation",2008,26,22
"simcity creator","simulation",2008,1,6
"simcity creator","simulation",2008,21,5
"simcity creator","simulation",2008,2,6
"cars: race-o-rama","racing",2009,0,5
"cars: race-o-rama","racing",2009,2,3
"cars: race-o-rama","racing",2009,1,4
"cars: race-o-rama","racing",2009,31,13
"cars: race-o-rama","racing",2009,4,14
"cars: race-o-rama","racing",2009,3,8
"emergency heroes","racing",2008,27,9
"emergency heroes","racing",2008,26,22
"emergency heroes","racing",2008,1,6
"emergency heroes","racing",2008,21,5
"emergency heroes","racing",2008,2,6
"fantavision","puzzle",2000,0,7
"double dragon","action",1989,12,9
"double dragon","action",1989,29,6
"alien trilogy","shooter",1996,1,6
"nba live 99","sports",1998,25,4
"nba live 99","sports",1998,10,5
"nba live 99","sports",1998,1,5
"bravely second: end layer","role-playing",2015,21,14
"bravely second: end layer","role-playing",2015,9,3
"bravely second: end layer","role-playing",2015,0,3
"bravely second: end layer","role-playing",2015,9,9
"bravely second: end layer","role-playing",2015,2,5
"bravely second: end layer","role-playing",2015,1,9
"bravely second: end layer","role-playing",2015,1,3
"dark sector","shooter",2008,27,9
"dark sector","shooter",2008,26,22
"dark sector","shooter",2008,1,6
"dark sector","shooter",2008,21,5
"dark sector","shooter",2008,2,6
"unreal tournament iii","shooter",2008,27,9
"unreal tournament iii","shooter",2008,26,22
"unreal tournament iii","shooter",2008,1,6
"unreal tournament iii","shooter",2008,21,5
"unreal tournament iii","shooter",2008,2,6
"street fighter x tekken","fighting",2012,3,4
"street fighter x tekken","fighting",2012,8,3
"street fighter x tekken","fighting",2012,2,27
"street fighter x tekken","fighting",2012,1,7
"street fighter x tekken","fighting",2012,3,7
"street fighter x tekken","fighting",2012,70,12
"street fighter x tekken","fighting",2012,1,6
"street fighter x tekken","fighting",2012,3,7
"street fighter x tekken","fighting",2012,0,5
"the godfather (jp sales)","action",2006,1,3
"the godfather (jp sales)","action",2006,10,4
"the godfather (jp sales)","action",2006,0,3
"the godfather (jp sales)","action",2006,5,6
"the godfather (jp sales)","action",2006,2,7
"the godfather (jp sales)","action",2006,0,8
"mysims racing","racing",2009,0,5
"mysims racing","racing",2009,2,3
"mysims racing","racing",2009,1,4
"mysims racing","racing",2009,31,13
"mysims racing","racing",2009,4,14
"mysims racing","racing",2009,3,8
"hamsterz life","action",2006,1,3
"hamsterz life","action",2006,10,4
"hamsterz life","action",2006,0,3
"hamsterz life","action",2006,5,6
"hamsterz life","action",2006,2,7
"hamsterz life","action",2006,0,8
"dragon age origins: awakening","role-playing",2010,546,58
"dragon age origins: awakening","role-playing",2010,2,9
"super puyo puyo 2","puzzle",1995,0,6
"gauntlet legends","action",2000,0,7
"castlevania: dawn of sorrow","platform",2005,5,10
"castlevania: dawn of sorrow","platform",2005,4,7
"naruto shippuden: ultimate ninja storm revolution","fighting",2014,1,5
"naruto shippuden: ultimate ninja storm revolution","fighting",2014,13,6
"naruto shippuden: ultimate ninja storm revolution","fighting",2014,12,3
"naruto shippuden: ultimate ninja storm revolution","fighting",2014,2,4
"deadpool","action",2013,8,12
"deadpool","action",2013,0,7
"deadpool","action",2013,3,6
"deadpool","action",2013,0,5
"deadpool","action",2013,2,5
"wipeout","action",1995,0,6
"ico","action",2001,4,5
"silent hill: downpour","action",2012,3,4
"silent hill: downpour","action",2012,8,3
"silent hill: downpour","action",2012,2,27
"silent hill: downpour","action",2012,1,7
"silent hill: downpour","action",2012,3,7
"silent hill: downpour","action",2012,70,12
"silent hill: downpour","action",2012,1,6
"silent hill: downpour","action",2012,3,7
"silent hill: downpour","action",2012,0,5
"2014 fifa world cup brazil","sports",2014,1,5
"2014 fifa world cup brazil","sports",2014,13,6
"2014 fifa world cup brazil","sports",2014,12,3
"2014 fifa world cup brazil","sports",2014,2,4
"wwe smackdown vs. raw 2011","fighting",2010,546,58
"wwe smackdown vs. raw 2011","fighting",2010,2,9
"dragon quest 25 shuunen kinin: famicom & super famicom dragon quest i-ii-iii","role-playing",2011,22,12
"dragon quest 25 shuunen kinin: famicom & super famicom dragon quest i-ii-iii","role-playing",2011,20,26
"dragon quest 25 shuunen kinin: famicom & super famicom dragon quest i-ii-iii","role-playing",2011,0,3
"dragon quest 25 shuunen kinin: famicom & super famicom dragon quest i-ii-iii","role-playing",2011,1,8
"dragon quest 25 shuunen kinin: famicom & super famicom dragon quest i-ii-iii","role-playing",2011,7,5
"dragon quest 25 shuunen kinin: famicom & super famicom dragon quest i-ii-iii","role-playing",2011,13,6
"victorious boxers: ippo's road to glory","fighting",2000,0,7
"petz sports","simulation",2008,27,9
"petz sports","simulation",2008,26,22
"petz sports","simulation",2008,1,6
"petz sports","simulation",2008,21,5
"petz sports","simulation",2008,2,6
"lego batman 3: beyond gotham","action",2014,1,5
"lego batman 3: beyond gotham","action",2014,13,6
"lego batman 3: beyond gotham","action",2014,12,3
"lego batman 3: beyond gotham","action",2014,2,4
"valkyrie profile 2: silmeria","role-playing",2006,1,3
"valkyrie profile 2: silmeria","role-playing",2006,10,4
"valkyrie profile 2: silmeria","role-playing",2006,0,3
"valkyrie profile 2: silmeria","role-playing",2006,5,6
"valkyrie profile 2: silmeria","role-playing",2006,2,7
"valkyrie profile 2: silmeria","role-playing",2006,0,8
"shadowrun","role-playing",2007,46,7
"shadowrun","role-playing",2007,4,9
"shadowrun","role-playing",2007,1,6
"shadowrun","role-playing",2007,23,32
"shadowrun","role-playing",2007,4,6
"fifa soccer 13","action",2012,3,4
"fifa soccer 13","action",2012,8,3
"fifa soccer 13","action",2012,2,27
"fifa soccer 13","action",2012,1,7
"fifa soccer 13","action",2012,3,7
"fifa soccer 13","action",2012,70,12
"fifa soccer 13","action",2012,1,6
"fifa soccer 13","action",2012,3,7
"fifa soccer 13","action",2012,0,5
"virtua tennis 4: world tour","sports",2011,22,12
"virtua tennis 4: world tour","sports",2011,20,26
"virtua tennis 4: world tour","sports",2011,0,3
"virtua tennis 4: world tour","sports",2011,1,8
"virtua tennis 4: world tour","sports",2011,7,5
"virtua tennis 4: world tour","sports",2011,13,6
"warhammer 40,000: dawn of war ii","strategy",2009,0,5
"warhammer 40,000: dawn of war ii","strategy",2009,2,3
"warhammer 40,000: dawn of war ii","strategy",2009,1,4
"warhammer 40,000: dawn of war ii","strategy",2009,31,13
"warhammer 40,000: dawn of war ii","strategy",2009,4,14
"warhammer 40,000: dawn of war ii","strategy",2009,3,8
"crazy taxi: fare wars","racing",2007,46,7
"crazy taxi: fare wars","racing",2007,4,9
"crazy taxi: fare wars","racing",2007,1,6
"crazy taxi: fare wars","racing",2007,23,32
"crazy taxi: fare wars","racing",2007,4,6
"clash of elementalists","action",2010,546,58
"clash of elementalists","action",2010,2,9
"spider-man 3","platform",2007,46,7
"spider-man 3","platform",2007,4,9
"spider-man 3","platform",2007,1,6
"spider-man 3","platform",2007,23,32
"spider-man 3","platform",2007,4,6
"disney infinity 3.0","action",2015,21,14
"disney infinity 3.0","action",2015,9,3
"disney infinity 3.0","action",2015,0,3
"disney infinity 3.0","action",2015,9,9
"disney infinity 3.0","action",2015,2,5
"disney infinity 3.0","action",2015,1,9
"disney infinity 3.0","action",2015,1,3
"l.a. rush","racing",2005,5,10
"l.a. rush","racing",2005,4,7
"bomberman hero","platform",1998,25,4
"bomberman hero","platform",1998,10,5
"bomberman hero","platform",1998,1,5
"automobili lamborghini","racing",1997,2,5
"automobili lamborghini","racing",1997,3,4
"quest 64","role-playing",1998,25,4
"quest 64","role-playing",1998,10,5
"quest 64","role-playing",1998,1,5
"momotarou dentetsu v","misc",1999,3,5
"momotarou dentetsu v","misc",1999,0,7
"momotarou dentetsu v","misc",1999,7,8
"momotarou dentetsu v","misc",1999,13,9
"momotarou dentetsu v","misc",1999,24,13
"doom 64","shooter",1997,2,5
"doom 64","shooter",1997,3,4
"boom blox bash party","puzzle",2009,0,5
"boom blox bash party","puzzle",2009,2,3
"boom blox bash party","puzzle",2009,1,4
"boom blox bash party","puzzle",2009,31,13
"boom blox bash party","puzzle",2009,4,14
"boom blox bash party","puzzle",2009,3,8
"the sims 3: ambitions","simulation",2010,546,58
"the sims 3: ambitions","simulation",2010,2,9
"dead or alive 4","fighting",2005,5,10
"dead or alive 4","fighting",2005,4,7
"commando","action",1987,14,6
"rise of nightmares","action",2011,22,12
"rise of nightmares","action",2011,20,26
"rise of nightmares","action",2011,0,3
"rise of nightmares","action",2011,1,8
"rise of nightmares","action",2011,7,5
"rise of nightmares","action",2011,13,6
"the princess and the frog","platform",2009,0,5
"the princess and the frog","platform",2009,2,3
"the princess and the frog","platform",2009,1,4
"the princess and the frog","platform",2009,31,13
"the princess and the frog","platform",2009,4,14
"the princess and the frog","platform",2009,3,8
"nba ballers: phenom","sports",2006,1,3
"nba ballers: phenom","sports",2006,10,4
"nba ballers: phenom","sports",2006,0,3
"nba ballers: phenom","sports",2006,5,6
"nba ballers: phenom","sports",2006,2,7
"nba ballers: phenom","sports",2006,0,8
"need for speed carbon","racing",2006,1,3
"need for speed carbon","racing",2006,10,4
"need for speed carbon","racing",2006,0,3
"need for speed carbon","racing",2006,5,6
"need for speed carbon","racing",2006,2,7
"need for speed carbon","racing",2006,0,8
"nhl 16","sports",2015,21,14
"nhl 16","sports",2015,9,3
"nhl 16","sports",2015,0,3
"nhl 16","sports",2015,9,9
"nhl 16","sports",2015,2,5
"nhl 16","sports",2015,1,9
"nhl 16","sports",2015,1,3
"fifa 12","sports",2011,22,12
"fifa 12","sports",2011,20,26
"fifa 12","sports",2011,0,3
"fifa 12","sports",2011,1,8
"fifa 12","sports",2011,7,5
"fifa 12","sports",2011,13,6
"mtv music generator","misc",1999,3,5
"mtv music generator","misc",1999,0,7
"mtv music generator","misc",1999,7,8
"mtv music generator","misc",1999,13,9
"mtv music generator","misc",1999,24,13
"spider-man: friend or foe","action",2007,46,7
"spider-man: friend or foe","action",2007,4,9
"spider-man: friend or foe","action",2007,1,6
"spider-man: friend or foe","action",2007,23,32
"spider-man: friend or foe","action",2007,4,6
"major league baseball 2k13","sports",2013,8,12
"major league baseball 2k13","sports",2013,0,7
"major league baseball 2k13","sports",2013,3,6
"major league baseball 2k13","sports",2013,0,5
"major league baseball 2k13","sports",2013,2,5
"super momotarou dentetsu dx","misc",1995,0,6
"world soccer winning eleven 8: liveware evolution","sports",2005,5,10
"world soccer winning eleven 8: liveware evolution","sports",2005,4,7
"the sims 3: outdoor living stuff","simulation",2011,22,12
"the sims 3: outdoor living stuff","simulation",2011,20,26
"the sims 3: outdoor living stuff","simulation",2011,0,3
"the sims 3: outdoor living stuff","simulation",2011,1,8
"the sims 3: outdoor living stuff","simulation",2011,7,5
"the sims 3: outdoor living stuff","simulation",2011,13,6
