video_game_key,game_key,na_sales,eu_sales,jp_sales,other_sales,global_sales,date_key
3883,3883,0.46,0.01,0.0,0.04,0.51,"[27, 28, 94, 95, 96]"
3884,3884,0.28,0.03,0.17,0.03,0.51,"[10, 97, 98, 99, 100]"
3885,3885,0.18,0.01,0.3,0.02,0.51,[106]
3886,3886,0.37,0.14,0.0,0.01,0.51,"[104, 105]"
3887,3887,0.36,0.09,0.02,0.04,0.51,"[38, 39, 90, 91, 92, 93]"
3888,3888,0.41,0.09,0.0,0.01,0.51,"[110, 111, 112, 113, 114]"
3889,3889,0.0,0.0,0.51,0.0,0.51,
3890,3890,0.01,0.26,0.22,0.02,0.51,"[110, 111, 112, 113, 114]"
3891,3891,0.47,0.0,0.0,0.04,0.51,"[50, 89]"
3892,3892,0.33,0.13,0.0,0.05,0.51,"[38, 39, 90, 91, 92, 93]"
3893,3893,0.24,0.19,0.0,0.08,0.51,"[50, 89]"
3894,3894,0.45,0.02,0.0,0.04,0.51,"[12, 13, 52, 101, 102, 103]"
3895,3895,0.19,0.23,0.0,0.09,0.51,"[27, 28, 94, 95, 96]"
3896,3896,0.44,0.04,0.0,0.02,0.51,"[43, 107]"
3897,3897,0.0,0.0,0.48,0.03,0.51,[120]
3898,3898,0.37,0.14,0.0,0.01,0.51,
3899,3899,0.44,0.03,0.0,0.04,0.51,"[12, 13, 52, 101, 102, 103]"
3900,3900,0.15,0.12,0.2,0.04,0.51,"[12, 13, 52, 101, 102, 103]"
3901,3901,0.18,0.22,0.02,0.09,0.51,"[50, 89]"
3902,3902,0.32,0.04,0.11,0.04,0.51,"[27, 28, 94, 95, 96]"
3903,3903,0.08,0.28,0.0,0.15,0.51,"[10, 97, 98, 99, 100]"
3904,3904,0.3,0.16,0.0,0.05,0.51,"[63, 64, 65, 66, 67, 68, 69]"
3905,3905,0.17,0.02,0.3,0.02,0.51,"[10, 97, 98, 99, 100]"
3906,3906,0.36,0.03,0.07,0.04,0.51,"[10, 97, 98, 99, 100]"
3907,3907,0.42,0.02,0.0,0.07,0.51,"[12, 13, 52, 101, 102, 103]"
3908,3908,0.18,0.21,0.0,0.12,0.51,"[38, 39, 90, 91, 92, 93]"
3909,3909,0.27,0.19,0.01,0.04,0.51,"[57, 58, 59, 60, 61, 62]"
3910,3910,0.47,0.01,0.0,0.03,0.51,"[50, 89]"
3911,3911,0.37,0.11,0.0,0.02,0.51,[106]
3912,3912,0.25,0.19,0.0,0.06,0.51,"[10, 97, 98, 99, 100]"
3913,3913,0.0,0.0,0.51,0.0,0.51,[109]
3914,3914,0.42,0.05,0.0,0.04,0.51,"[12, 13, 52, 101, 102, 103]"
3915,3915,0.18,0.24,0.0,0.08,0.51,"[63, 64, 65, 66, 67, 68, 69]"
3916,3916,0.0,0.42,0.0,0.09,0.51,"[27, 28, 94, 95, 96]"
3917,3917,0.36,0.13,0.0,0.01,0.51,[106]
3918,3918,0.26,0.19,0.0,0.06,0.51,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
3919,3919,0.46,0.01,0.0,0.04,0.51,"[10, 97, 98, 99, 100]"
3920,3920,0.37,0.11,0.0,0.02,0.51,[106]
3921,3921,0.25,0.19,0.0,0.06,0.51,[106]
3922,3922,0.47,0.03,0.0,0.01,0.51,[135]
3923,3923,0.22,0.17,0.05,0.06,0.51,"[104, 105]"
3924,3924,0.29,0.17,0.0,0.05,0.51,"[63, 64, 65, 66, 67, 68, 69]"
3925,3925,0.14,0.25,0.02,0.09,0.51,"[70, 71, 72, 73]"
3926,3926,0.25,0.19,0.0,0.06,0.51,
3927,3927,0.12,0.33,0.0,0.06,0.51,"[38, 39, 90, 91, 92, 93]"
3928,3928,0.28,0.19,0.0,0.03,0.51,"[118, 119]"
3929,3929,0.36,0.13,0.0,0.01,0.5,[106]
3930,3930,0.1,0.35,0.0,0.06,0.5,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
3931,3931,0.45,0.01,0.0,0.04,0.5,"[27, 28, 94, 95, 96]"
3932,3932,0.42,0.02,0.0,0.07,0.5,"[12, 13, 52, 101, 102, 103]"
3933,3933,0.25,0.19,0.0,0.06,0.5,"[43, 107]"
3934,3934,0.23,0.21,0.01,0.05,0.5,
3935,3935,0.47,0.03,0.0,0.01,0.5,
3936,3936,0.27,0.15,0.04,0.04,0.5,"[35, 47, 48, 86, 87, 88]"
3937,3937,0.1,0.34,0.0,0.07,0.5,"[35, 47, 48, 86, 87, 88]"
3938,3938,0.31,0.12,0.0,0.07,0.5,"[12, 13, 52, 101, 102, 103]"
3939,3939,0.42,0.06,0.0,0.02,0.5,"[43, 107]"
3940,3940,0.22,0.12,0.11,0.05,0.5,"[38, 39, 90, 91, 92, 93]"
3941,3941,0.0,0.0,0.5,0.0,0.5,"[35, 47, 48, 86, 87, 88]"
3942,3942,0.14,0.02,0.32,0.02,0.5,"[104, 105]"
3943,3943,0.39,0.1,0.0,0.01,0.5,"[12, 13, 52, 101, 102, 103]"
3944,3944,0.28,0.19,0.0,0.03,0.5,[108]
3945,3945,0.25,0.19,0.0,0.06,0.5,[108]
3946,3946,0.25,0.19,0.0,0.06,0.5,"[12, 13, 52, 101, 102, 103]"
3947,3947,0.25,0.19,0.0,0.06,0.5,"[27, 28, 94, 95, 96]"
3948,3948,0.47,0.03,0.0,0.01,0.5,[140]
3949,3949,0.25,0.19,0.0,0.06,0.5,
3950,3950,0.25,0.19,0.0,0.06,0.5,"[27, 28, 94, 95, 96]"
3951,3951,0.27,0.19,0.0,0.04,0.5,"[63, 64, 65, 66, 67, 68, 69]"
3952,3952,0.2,0.26,0.0,0.04,0.5,"[70, 71, 72, 73]"
3953,3953,0.34,0.12,0.0,0.04,0.5,"[50, 89]"
3954,3954,0.43,0.03,0.0,0.04,0.5,"[10, 97, 98, 99, 100]"
3955,3955,0.22,0.07,0.18,0.02,0.5,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
3956,3956,0.27,0.11,0.07,0.05,0.5,"[35, 47, 48, 86, 87, 88]"
3957,3957,0.46,0.0,0.0,0.04,0.5,"[12, 13, 52, 101, 102, 103]"
3958,3958,0.4,0.09,0.0,0.01,0.5,[109]
3959,3959,0.46,0.01,0.0,0.04,0.5,"[10, 97, 98, 99, 100]"
3960,3960,0.24,0.19,0.0,0.06,0.5,
3961,3961,0.13,0.05,0.31,0.01,0.5,[108]
3962,3962,0.27,0.04,0.17,0.02,0.5,"[35, 47, 48, 86, 87, 88]"
3963,3963,0.0,0.0,0.5,0.0,0.5,[106]
3964,3964,0.27,0.18,0.0,0.05,0.5,"[50, 89]"
3965,3965,0.45,0.01,0.0,0.04,0.5,"[10, 97, 98, 99, 100]"
3966,3966,0.41,0.02,0.03,0.04,0.5,[106]
3967,3967,0.28,0.19,0.0,0.03,0.5,[121]
3968,3968,0.3,0.1,0.08,0.02,0.5,[106]
3969,3969,0.11,0.07,0.29,0.03,0.5,"[118, 119]"
3970,3970,0.11,0.25,0.01,0.13,0.5,"[74, 75, 76, 77, 78]"
3971,3971,0.24,0.19,0.0,0.06,0.5,
3972,3972,0.2,0.22,0.0,0.08,0.5,"[38, 39, 90, 91, 92, 93]"
3973,3973,0.24,0.19,0.0,0.06,0.5,[106]
3974,3974,0.29,0.16,0.0,0.04,0.5,"[74, 75, 76, 77, 78]"
3975,3975,0.41,0.02,0.0,0.07,0.5,"[50, 89]"
3976,3976,0.47,0.0,0.0,0.03,0.5,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
3977,3977,0.22,0.24,0.0,0.04,0.5,"[70, 71, 72, 73]"
3978,3978,0.46,0.0,0.0,0.04,0.5,"[27, 28, 94, 95, 96]"
3979,3979,0.11,0.08,0.28,0.03,0.5,[106]
3980,3980,0.28,0.17,0.0,0.05,0.5,"[35, 47, 48, 86, 87, 88]"
3981,3981,0.29,0.16,0.0,0.05,0.5,"[38, 39, 90, 91, 92, 93]"
3982,3982,0.38,0.1,0.0,0.01,0.5,[106]
3983,3983,0.24,0.19,0.0,0.06,0.5,"[43, 107]"
3984,3984,0.0,0.0,0.5,0.0,0.5,[120]
3985,3985,0.09,0.07,0.32,0.03,0.5,"[27, 28, 94, 95, 96]"
3986,3986,0.24,0.19,0.0,0.06,0.5,"[104, 105]"
3987,3987,0.36,0.13,0.0,0.01,0.5,[108]
3988,3988,0.0,0.0,0.5,0.0,0.5,"[27, 28, 94, 95, 96]"
3989,3989,0.0,0.0,0.46,0.03,0.5,[120]
3990,3990,0.41,0.02,0.0,0.07,0.5,"[10, 97, 98, 99, 100]"
3991,3991,0.41,0.01,0.0,0.07,0.5,"[104, 105]"
3992,3992,0.21,0.2,0.0,0.08,0.5,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
3993,3993,0.24,0.19,0.0,0.06,0.5,
3994,3994,0.25,0.2,0.01,0.04,0.5,"[70, 71, 72, 73]"
3995,3995,0.46,0.03,0.0,0.01,0.5,[140]
3996,3996,0.24,0.19,0.0,0.06,0.5,"[10, 97, 98, 99, 100]"
3997,3997,0.46,0.03,0.0,0.01,0.5,
3998,3998,0.46,0.03,0.0,0.01,0.5,[140]
3999,3999,0.19,0.15,0.12,0.03,0.5,"[35, 47, 48, 86, 87, 88]"
4000,4000,0.46,0.0,0.0,0.04,0.49,"[10, 97, 98, 99, 100]"
4001,4001,0.3,0.12,0.03,0.04,0.49,"[35, 47, 48, 86, 87, 88]"
4002,4002,0.16,0.17,0.13,0.03,0.49,"[35, 47, 48, 86, 87, 88]"
4003,4003,0.26,0.15,0.05,0.04,0.49,"[35, 47, 48, 86, 87, 88]"
4004,4004,0.44,0.02,0.0,0.04,0.49,"[12, 13, 52, 101, 102, 103]"
4005,4005,0.35,0.13,0.0,0.01,0.49,[106]
4006,4006,0.21,0.2,0.0,0.08,0.49,"[35, 47, 48, 86, 87, 88]"
4007,4007,0.46,0.03,0.0,0.01,0.49,
4008,4008,0.0,0.0,0.49,0.0,0.49,"[63, 64, 65, 66, 67, 68, 69]"
4009,4009,0.09,0.29,0.0,0.11,0.49,"[70, 71, 72, 73]"
4010,4010,0.41,0.01,0.0,0.07,0.49,"[104, 105]"
4011,4011,0.2,0.23,0.01,0.05,0.49,"[50, 89]"
4012,4012,0.31,0.13,0.02,0.04,0.49,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
4013,4013,0.38,0.1,0.0,0.01,0.49,
4014,4014,0.24,0.15,0.07,0.03,0.49,"[74, 75, 76, 77, 78]"
4015,4015,0.35,0.13,0.0,0.01,0.49,"[43, 107]"
4016,4016,0.34,0.13,0.0,0.02,0.49,[106]
4017,4017,0.45,0.0,0.0,0.03,0.49,"[27, 28, 94, 95, 96]"
4018,4018,0.45,0.0,0.0,0.04,0.49,"[12, 13, 52, 101, 102, 103]"
4019,4019,0.35,0.13,0.0,0.01,0.49,"[43, 107]"
4020,4020,0.12,0.1,0.24,0.03,0.49,"[104, 105]"
4021,4021,0.12,0.31,0.0,0.06,0.49,"[27, 28, 94, 95, 96]"
4022,4022,0.0,0.0,0.49,0.0,0.49,"[12, 13, 52, 101, 102, 103]"
4023,4023,0.0,0.0,0.49,0.0,0.49,"[123, 124, 125, 126]"
4024,4024,0.37,0.11,0.0,0.02,0.49,"[12, 13, 52, 101, 102, 103]"
4025,4025,0.24,0.2,0.0,0.05,0.49,"[38, 39, 90, 91, 92, 93]"
4026,4026,0.18,0.12,0.16,0.03,0.49,"[70, 71, 72, 73]"
4027,4027,0.16,0.3,0.0,0.03,0.49,"[118, 119]"
4028,4028,0.24,0.18,0.03,0.05,0.49,"[27, 28, 94, 95, 96]"
4029,4029,0.42,0.02,0.02,0.03,0.49,"[50, 89]"
4030,4030,0.2,0.23,0.0,0.07,0.49,"[50, 89]"
4031,4031,0.28,0.17,0.0,0.04,0.49,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
4032,4032,0.0,0.0,0.49,0.0,0.49,"[118, 119]"
4033,4033,0.07,0.26,0.09,0.07,0.49,"[74, 75, 76, 77, 78]"
4034,4034,0.24,0.19,0.0,0.06,0.49,[106]
4035,4035,0.0,0.15,0.0,0.33,0.49,"[38, 39, 90, 91, 92, 93]"
4036,4036,0.24,0.19,0.0,0.06,0.49,"[43, 107]"
4037,4037,0.36,0.04,0.04,0.04,0.49,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
4038,4038,0.28,0.17,0.0,0.04,0.49,"[74, 75, 76, 77, 78]"
4039,4039,0.0,0.0,0.49,0.0,0.49,"[43, 107]"
4040,4040,0.14,0.3,0.0,0.05,0.49,"[27, 28, 94, 95, 96]"
4041,4041,0.0,0.0,0.46,0.03,0.49,[108]
4042,4042,0.25,0.01,0.0,0.22,0.49,"[38, 39, 90, 91, 92, 93]"
4043,4043,0.0,0.47,0.0,0.02,0.49,"[27, 28, 94, 95, 96]"
4044,4044,0.0,0.45,0.0,0.03,0.49,"[27, 28, 94, 95, 96]"
4045,4045,0.36,0.09,0.02,0.01,0.49,[108]
4046,4046,0.24,0.19,0.0,0.06,0.49,"[43, 107]"
4047,4047,0.07,0.31,0.02,0.08,0.49,"[70, 71, 72, 73]"
4048,4048,0.36,0.11,0.0,0.02,0.49,
4049,4049,0.45,0.0,0.0,0.03,0.49,"[38, 39, 90, 91, 92, 93]"
4050,4050,0.27,0.18,0.0,0.03,0.49,"[110, 111, 112, 113, 114]"
4051,4051,0.08,0.35,0.0,0.06,0.49,"[27, 28, 94, 95, 96]"
4052,4052,0.27,0.16,0.02,0.04,0.49,"[35, 47, 48, 86, 87, 88]"
4053,4053,0.0,0.0,0.49,0.0,0.49,[108]
4054,4054,0.31,0.1,0.05,0.03,0.49,"[35, 47, 48, 86, 87, 88]"
4055,4055,0.07,0.05,0.35,0.02,0.49,"[104, 105]"
4056,4056,0.0,0.0,0.49,0.0,0.49,[121]
4057,4057,0.42,0.02,0.0,0.04,0.49,"[10, 97, 98, 99, 100]"
4058,4058,0.01,0.45,0.0,0.03,0.49,"[27, 28, 94, 95, 96]"
4059,4059,0.12,0.23,0.07,0.07,0.49,"[63, 64, 65, 66, 67, 68, 69]"
4060,4060,0.38,0.06,0.0,0.04,0.49,"[10, 97, 98, 99, 100]"
4061,4061,0.44,0.01,0.0,0.04,0.49,"[27, 28, 94, 95, 96]"
4062,4062,0.19,0.21,0.01,0.08,0.49,"[38, 39, 90, 91, 92, 93]"
4063,4063,0.12,0.25,0.0,0.11,0.48,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
4064,4064,0.43,0.02,0.0,0.04,0.48,"[10, 97, 98, 99, 100]"
4065,4065,0.33,0.11,0.01,0.04,0.48,"[38, 39, 90, 91, 92, 93]"
4066,4066,0.0,0.48,0.0,0.0,0.48,"[10, 97, 98, 99, 100]"
4067,4067,0.4,0.02,0.0,0.07,0.48,"[10, 97, 98, 99, 100]"
4068,4068,0.16,0.18,0.05,0.09,0.48,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
4069,4069,0.16,0.01,0.29,0.02,0.48,"[12, 13, 52, 101, 102, 103]"
4070,4070,0.35,0.13,0.0,0.01,0.48,"[104, 105]"
4071,4071,0.15,0.27,0.0,0.06,0.48,"[38, 39, 90, 91, 92, 93]"
4072,4072,0.42,0.03,0.0,0.04,0.48,"[10, 97, 98, 99, 100]"
4073,4073,0.15,0.14,0.17,0.03,0.48,"[70, 71, 72, 73]"
4074,4074,0.35,0.13,0.0,0.01,0.48,[106]
4075,4075,0.0,0.0,0.45,0.03,0.48,"[110, 111, 112, 113, 114]"
4076,4076,0.36,0.11,0.0,0.02,0.48,[106]
4077,4077,0.23,0.19,0.01,0.05,0.48,"[38, 39, 90, 91, 92, 93]"
4078,4078,0.45,0.03,0.0,0.01,0.48,
4079,4079,0.0,0.0,0.48,0.0,0.48,"[129, 130, 131]"
4080,4080,0.27,0.17,0.0,0.05,0.48,"[27, 28, 94, 95, 96]"
4081,4081,0.22,0.2,0.01,0.05,0.48,"[27, 28, 94, 95, 96]"
4082,4082,0.2,0.24,0.0,0.05,0.48,"[50, 89]"
4083,4083,0.24,0.18,0.0,0.06,0.48,"[43, 107]"
4084,4084,0.4,0.02,0.0,0.07,0.48,"[12, 13, 52, 101, 102, 103]"
4085,4085,0.27,0.18,0.0,0.03,0.48,"[110, 111, 112, 113, 114]"
4086,4086,0.42,0.03,0.0,0.04,0.48,"[27, 28, 94, 95, 96]"
4087,4087,0.44,0.0,0.0,0.04,0.48,"[12, 13, 52, 101, 102, 103]"
4088,4088,0.27,0.18,0.0,0.03,0.48,"[115, 116, 117]"
4089,4089,0.08,0.36,0.0,0.04,0.48,"[70, 71, 72, 73]"
4090,4090,0.24,0.15,0.0,0.1,0.48,"[38, 39, 90, 91, 92, 93]"
4091,4091,0.25,0.07,0.13,0.03,0.48,"[50, 89]"
4092,4092,0.22,0.21,0.0,0.05,0.48,"[27, 28, 94, 95, 96]"
4093,4093,0.09,0.24,0.03,0.12,0.48,"[50, 89]"
4094,4094,0.24,0.18,0.0,0.06,0.48,"[43, 107]"
4095,4095,0.44,0.01,0.0,0.03,0.48,"[27, 28, 94, 95, 96]"
4096,4096,0.44,0.04,0.0,0.0,0.48,"[115, 116, 117]"
4097,4097,0.25,0.06,0.11,0.06,0.48,"[110, 111, 112, 113, 114]"
4098,4098,0.4,0.02,0.0,0.07,0.48,"[27, 28, 94, 95, 96]"
4099,4099,0.24,0.18,0.0,0.06,0.48,"[10, 97, 98, 99, 100]"
4100,4100,0.18,0.26,0.0,0.04,0.48,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
4101,4101,0.41,0.07,0.0,0.0,0.48,"[104, 105]"
4102,4102,0.27,0.18,0.0,0.03,0.48,"[110, 111, 112, 113, 114]"
4103,4103,0.0,0.43,0.0,0.05,0.48,"[70, 71, 72, 73]"
4104,4104,0.23,0.18,0.0,0.06,0.48,[109]
4105,4105,0.18,0.24,0.0,0.05,0.48,"[50, 89]"
4106,4106,0.25,0.18,0.0,0.04,0.48,"[63, 64, 65, 66, 67, 68, 69]"
4107,4107,0.16,0.25,0.01,0.05,0.48,"[27, 28, 94, 95, 96]"
4108,4108,0.45,0.0,0.0,0.03,0.48,"[35, 47, 48, 86, 87, 88]"
4109,4109,0.38,0.01,0.07,0.02,0.48,"[50, 89]"
4110,4110,0.27,0.18,0.0,0.03,0.48,"[110, 111, 112, 113, 114]"
4111,4111,0.42,0.02,0.0,0.04,0.48,"[10, 97, 98, 99, 100]"
4112,4112,0.34,0.13,0.0,0.01,0.48,[108]
4113,4113,0.14,0.01,0.31,0.02,0.48,"[10, 97, 98, 99, 100]"
4114,4114,0.14,0.28,0.0,0.06,0.48,"[27, 28, 94, 95, 96]"
4115,4115,0.12,0.06,0.27,0.02,0.48,"[38, 39, 90, 91, 92, 93]"
4116,4116,0.25,0.19,0.01,0.04,0.48,"[70, 71, 72, 73]"
4117,4117,0.35,0.11,0.0,0.02,0.48,"[104, 105]"
4118,4118,0.19,0.27,0.01,0.0,0.48,"[12, 13, 52, 101, 102, 103]"
4119,4119,0.19,0.05,0.0,0.24,0.48,"[38, 39, 90, 91, 92, 93]"
4120,4120,0.45,0.03,0.0,0.0,0.48,
4121,4121,0.06,0.4,0.0,0.01,0.48,"[27, 28, 94, 95, 96]"
4122,4122,0.37,0.03,0.04,0.04,0.48,"[27, 28, 94, 95, 96]"
4123,4123,0.23,0.18,0.0,0.06,0.48,
4124,4124,0.35,0.09,0.0,0.04,0.48,"[38, 39, 90, 91, 92, 93]"
4125,4125,0.15,0.27,0.0,0.06,0.48,"[27, 28, 94, 95, 96]"
4126,4126,0.0,0.48,0.0,0.0,0.48,
4127,4127,0.14,0.11,0.19,0.04,0.47,[109]
4128,4128,0.45,0.02,0.0,0.01,0.47,"[133, 134]"
4129,4129,0.24,0.16,0.04,0.03,0.47,[120]
4130,4130,0.45,0.02,0.0,0.0,0.47,"[115, 116, 117]"
4131,4131,0.16,0.11,0.18,0.03,0.47,"[63, 64, 65, 66, 67, 68, 69]"
4132,4132,0.44,0.03,0.0,0.0,0.47,
4133,4133,0.23,0.16,0.01,0.07,0.47,"[27, 28, 94, 95, 96]"
4134,4134,0.25,0.17,0.01,0.05,0.47,"[27, 28, 94, 95, 96]"
4135,4135,0.23,0.18,0.0,0.06,0.47,
4136,4136,0.31,0.1,0.03,0.03,0.47,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
4137,4137,0.39,0.02,0.0,0.06,0.47,"[12, 13, 52, 101, 102, 103]"
4138,4138,0.19,0.23,0.0,0.05,0.47,"[38, 39, 90, 91, 92, 93]"
4139,4139,0.43,0.01,0.0,0.04,0.47,"[12, 13, 52, 101, 102, 103]"
4140,4140,0.33,0.1,0.0,0.04,0.47,"[50, 89]"
4141,4141,0.0,0.0,0.47,0.0,0.47,[121]
4142,4142,0.26,0.18,0.0,0.03,0.47,[109]
4143,4143,0.37,0.04,0.03,0.04,0.47,"[104, 105]"
4144,4144,0.15,0.16,0.09,0.08,0.47,"[70, 71, 72, 73]"
4145,4145,0.23,0.17,0.0,0.08,0.47,"[74, 75, 76, 77, 78]"
4146,4146,0.26,0.18,0.0,0.03,0.47,[121]
4147,4147,0.23,0.18,0.0,0.06,0.47,[108]
4148,4148,0.21,0.16,0.04,0.06,0.47,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
4149,4149,0.14,0.28,0.0,0.04,0.47,"[70, 71, 72, 73]"
4150,4150,0.3,0.13,0.0,0.04,0.47,"[50, 89]"
4151,4151,0.0,0.0,0.47,0.0,0.47,"[35, 47, 48, 86, 87, 88]"
4152,4152,0.05,0.04,0.38,0.01,0.47,[109]
4153,4153,0.42,0.01,0.0,0.04,0.47,"[27, 28, 94, 95, 96]"
4154,4154,0.23,0.21,0.0,0.04,0.47,"[70, 71, 72, 73]"
4155,4155,0.0,0.0,0.46,0.01,0.47,
4156,4156,0.04,0.03,0.39,0.01,0.47,"[12, 13, 52, 101, 102, 103]"
4157,4157,0.23,0.18,0.0,0.06,0.47,
4158,4158,0.41,0.02,0.0,0.04,0.47,"[10, 97, 98, 99, 100]"
4159,4159,0.0,0.3,0.05,0.12,0.47,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
4160,4160,0.05,0.3,0.01,0.12,0.47,"[35, 47, 48, 86, 87, 88]"
4161,4161,0.0,0.45,0.0,0.02,0.47,"[38, 39, 90, 91, 92, 93]"
4162,4162,0.1,0.22,0.02,0.12,0.47,"[10, 97, 98, 99, 100]"
4163,4163,0.0,0.0,0.47,0.0,0.47,"[50, 89]"
4164,4164,0.41,0.02,0.0,0.04,0.47,"[10, 97, 98, 99, 100]"
4165,4165,0.14,0.25,0.0,0.08,0.47,"[63, 64, 65, 66, 67, 68, 69]"
4166,4166,0.23,0.18,0.0,0.06,0.47,"[104, 105]"
4167,4167,0.27,0.06,0.08,0.05,0.47,"[115, 116, 117]"
4168,4168,0.28,0.17,0.0,0.01,0.47,"[118, 119]"
4169,4169,0.38,0.08,0.0,0.01,0.47,"[115, 116, 117]"
4170,4170,0.0,0.0,0.44,0.03,0.47,"[110, 111, 112, 113, 114]"
4171,4171,0.38,0.08,0.0,0.01,0.47,"[118, 119]"
4172,4172,0.34,0.09,0.0,0.04,0.47,"[38, 39, 90, 91, 92, 93]"
4173,4173,0.0,0.29,0.0,0.18,0.47,"[50, 89]"
4174,4174,0.3,0.03,0.1,0.03,0.47,"[104, 105]"
4175,4175,0.44,0.02,0.0,0.0,0.47,[136]
4176,4176,0.28,0.13,0.01,0.04,0.47,"[35, 47, 48, 86, 87, 88]"
4177,4177,0.29,0.13,0.0,0.04,0.47,"[38, 39, 90, 91, 92, 93]"
4178,4178,0.23,0.18,0.0,0.06,0.47,"[12, 13, 52, 101, 102, 103]"
4179,4179,0.35,0.1,0.0,0.02,0.47,"[12, 13, 52, 101, 102, 103]"
4180,4180,0.43,0.0,0.0,0.04,0.47,
4181,4181,0.37,0.05,0.0,0.05,0.47,"[63, 64, 65, 66, 67, 68, 69]"
4182,4182,0.04,0.33,0.0,0.1,0.47,"[35, 47, 48, 86, 87, 88]"
4183,4183,0.26,0.18,0.0,0.03,0.47,"[110, 111, 112, 113, 114]"
4184,4184,0.43,0.0,0.0,0.04,0.47,"[10, 97, 98, 99, 100]"
4185,4185,0.44,0.0,0.0,0.03,0.47,"[74, 75, 76, 77, 78]"
4186,4186,0.0,0.0,0.47,0.0,0.47,[121]
4187,4187,0.0,0.0,0.47,0.0,0.47,"[104, 105]"
4188,4188,0.0,0.38,0.0,0.09,0.47,"[35, 47, 48, 86, 87, 88]"
4189,4189,0.27,0.03,0.0,0.17,0.47,"[38, 39, 90, 91, 92, 93]"
4190,4190,0.23,0.18,0.0,0.06,0.47,"[43, 107]"
4191,4191,0.35,0.07,0.0,0.04,0.47,"[70, 71, 72, 73]"
4192,4192,0.33,0.12,0.0,0.01,0.47,"[12, 13, 52, 101, 102, 103]"
4193,4193,0.39,0.01,0.0,0.06,0.47,"[104, 105]"
4194,4194,0.0,0.01,0.46,0.0,0.47,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
4195,4195,0.26,0.18,0.0,0.03,0.47,[120]
4196,4196,0.0,0.41,0.0,0.06,0.47,"[50, 89]"
4197,4197,0.33,0.12,0.0,0.01,0.47,"[104, 105]"
4198,4198,0.24,0.15,0.0,0.07,0.47,"[35, 47, 48, 86, 87, 88]"
4199,4199,0.22,0.0,0.22,0.02,0.47,"[27, 28, 94, 95, 96]"
4200,4200,0.43,0.01,0.0,0.03,0.47,"[10, 97, 98, 99, 100]"
4201,4201,0.23,0.18,0.0,0.06,0.47,[106]
4202,4202,0.36,0.09,0.0,0.01,0.47,"[104, 105]"
4203,4203,0.3,0.08,0.07,0.01,0.47,[106]
4204,4204,0.46,0.01,0.0,0.0,0.47,"[10, 97, 98, 99, 100]"
4205,4205,0.23,0.18,0.0,0.06,0.46,
4206,4206,0.23,0.18,0.0,0.06,0.46,"[10, 97, 98, 99, 100]"
4207,4207,0.26,0.15,0.0,0.05,0.46,"[27, 28, 94, 95, 96]"
4208,4208,0.33,0.12,0.0,0.01,0.46,[108]
4209,4209,0.35,0.06,0.0,0.05,0.46,"[10, 97, 98, 99, 100]"
4210,4210,0.25,0.09,0.12,0.01,0.46,[106]
4211,4211,0.34,0.11,0.0,0.02,0.46,"[104, 105]"
4212,4212,0.33,0.12,0.0,0.01,0.46,
4213,4213,0.43,0.03,0.0,0.0,0.46,
4214,4214,0.44,0.0,0.0,0.03,0.46,"[35, 47, 48, 86, 87, 88]"
4215,4215,0.26,0.17,0.0,0.03,0.46,"[110, 111, 112, 113, 114]"
4216,4216,0.4,0.03,0.0,0.04,0.46,"[10, 97, 98, 99, 100]"
4217,4217,0.21,0.17,0.01,0.07,0.46,"[35, 47, 48, 86, 87, 88]"
4218,4218,0.33,0.12,0.0,0.01,0.46,"[104, 105]"
4219,4219,0.2,0.15,0.06,0.05,0.46,
4220,4220,0.25,0.12,0.0,0.09,0.46,"[10, 97, 98, 99, 100]"
4221,4221,0.0,0.0,0.46,0.0,0.46,"[127, 128]"
4222,4222,0.13,0.1,0.2,0.03,0.46,[108]
4223,4223,0.0,0.0,0.46,0.0,0.46,"[123, 124, 125, 126]"
4224,4224,0.33,0.12,0.0,0.01,0.46,
4225,4225,0.12,0.29,0.0,0.05,0.46,"[70, 71, 72, 73]"
4226,4226,0.13,0.25,0.0,0.09,0.46,"[35, 47, 48, 86, 87, 88]"
4227,4227,0.33,0.12,0.0,0.01,0.46,[106]
4228,4228,0.2,0.03,0.21,0.02,0.46,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
4229,4229,0.38,0.03,0.02,0.04,0.46,"[27, 28, 94, 95, 96]"
4230,4230,0.37,0.04,0.0,0.05,0.46,"[12, 13, 52, 101, 102, 103]"
